train_rgb/set10_1_2_P1.0.jpg 1
train_rgb/set10_1_3_P1.0.jpg 1
train_rgb/set10_1_4_P1.0.jpg 1
train_rgb/set10_1_5_P1.0.jpg 1
train_rgb/set10_2_1_P0.9.jpg 0.9
train_rgb/set10_2_3_P1.0.jpg 1
train_rgb/set10_2_4_P1.0.jpg 1
train_rgb/set10_2_5_P1.0.jpg 1
train_rgb/set10_3_1_P0.9.jpg 0.6
train_rgb/set10_3_2_P0.9.jpg 0.9
train_rgb/set10_3_4_P1.0.jpg 1
train_rgb/set10_3_5_P1.0.jpg 1
train_rgb/set10_4_1_P0.9.jpg 0.1
train_rgb/set10_4_2_P0.9.jpg 0.6
train_rgb/set10_4_3_P0.9.jpg 0.9
train_rgb/set10_4_5_P1.0.jpg 1
train_rgb/set10_5_1_P0.9.jpg -0.6
train_rgb/set10_5_2_P0.9.jpg 0.1
train_rgb/set10_5_3_P0.9.jpg 0.6
train_rgb/set10_5_4_P0.9.jpg 0.9
train_rgb/set107_1_2_P1.0.jpg 1
train_rgb/set107_1_3_P1.0.jpg 1
train_rgb/set107_1_4_P1.0.jpg 1
train_rgb/set107_1_5_P1.0.jpg 1
train_rgb/set107_2_1_P0.9.jpg 0.9
train_rgb/set107_2_3_P1.0.jpg 1
train_rgb/set107_2_4_P1.0.jpg 1
train_rgb/set107_2_5_P1.0.jpg 1
train_rgb/set107_3_1_P0.9.jpg 0.6
train_rgb/set107_3_2_P0.9.jpg 0.9
train_rgb/set107_3_4_P1.0.jpg 1
train_rgb/set107_3_5_P1.0.jpg 1
train_rgb/set107_4_1_P0.9.jpg 0.1
train_rgb/set107_4_2_P0.9.jpg 0.6
train_rgb/set107_4_3_P0.9.jpg 0.9
train_rgb/set107_4_5_P1.0.jpg 1
train_rgb/set107_5_1_P0.9.jpg -0.6
train_rgb/set107_5_2_P0.9.jpg 0.1
train_rgb/set107_5_3_P0.9.jpg 0.6
train_rgb/set107_5_4_P0.9.jpg 0.9
train_rgb/set112_1_2_P1.0.jpg 1
train_rgb/set112_1_3_P1.0.jpg 1
train_rgb/set112_1_4_P1.0.jpg 1
train_rgb/set112_1_5_P1.0.jpg 1
train_rgb/set112_2_1_P0.9.jpg 0.9
train_rgb/set112_2_3_P1.0.jpg 1
train_rgb/set112_2_4_P1.0.jpg 1
train_rgb/set112_2_5_P1.0.jpg 1
train_rgb/set112_3_1_P0.9.jpg 0.6
train_rgb/set112_3_2_P0.9.jpg 0.9
train_rgb/set112_3_4_P1.0.jpg 1
train_rgb/set112_3_5_P1.0.jpg 1
train_rgb/set112_4_1_P0.9.jpg 0.1
train_rgb/set112_4_2_P0.9.jpg 0.6
train_rgb/set112_4_3_P0.9.jpg 0.9
train_rgb/set112_4_5_P1.0.jpg 1
train_rgb/set112_5_1_P0.9.jpg -0.6
train_rgb/set112_5_2_P0.9.jpg 0.1
train_rgb/set112_5_3_P0.9.jpg 0.6
train_rgb/set112_5_4_P0.9.jpg 0.9
train_rgb/set12_1_2_P1.0.jpg 1
train_rgb/set12_1_3_P1.0.jpg 1
train_rgb/set12_1_4_P1.0.jpg 1
train_rgb/set12_1_5_P1.0.jpg 1
train_rgb/set12_2_1_P0.9.jpg 0.9
train_rgb/set12_2_3_P1.0.jpg 1
train_rgb/set12_2_4_P1.0.jpg 1
train_rgb/set12_2_5_P1.0.jpg 1
train_rgb/set12_3_1_P0.9.jpg 0.6
train_rgb/set12_3_2_P0.9.jpg 0.9
train_rgb/set12_3_4_P1.0.jpg 1
train_rgb/set12_3_5_P1.0.jpg 1
train_rgb/set12_4_1_P0.9.jpg 0.1
train_rgb/set12_4_2_P0.9.jpg 0.6
train_rgb/set12_4_3_P0.9.jpg 0.9
train_rgb/set12_4_5_P1.0.jpg 1
train_rgb/set12_5_1_P0.9.jpg -0.6
train_rgb/set12_5_2_P0.9.jpg 0.1
train_rgb/set12_5_3_P0.9.jpg 0.6
train_rgb/set12_5_4_P0.9.jpg 0.9
train_rgb/set131_1_2_P1.0.jpg 1
train_rgb/set131_1_3_P1.0.jpg 1
train_rgb/set131_1_4_P1.0.jpg 1
train_rgb/set131_1_5_P1.0.jpg 1
train_rgb/set131_2_1_P0.9.jpg 0.9
train_rgb/set131_2_3_P1.0.jpg 1
train_rgb/set131_2_4_P1.0.jpg 1
train_rgb/set131_2_5_P1.0.jpg 1
train_rgb/set131_3_1_P0.9.jpg 0.6
train_rgb/set131_3_2_P0.9.jpg 0.9
train_rgb/set131_3_4_P1.0.jpg 1
train_rgb/set131_3_5_P1.0.jpg 1
train_rgb/set131_4_1_P0.9.jpg 0.1
train_rgb/set131_4_2_P0.9.jpg 0.6
train_rgb/set131_4_3_P0.9.jpg 0.9
train_rgb/set131_4_5_P1.0.jpg 1
train_rgb/set131_5_1_P0.9.jpg -0.6
train_rgb/set131_5_2_P0.9.jpg 0.1
train_rgb/set131_5_3_P0.9.jpg 0.6
train_rgb/set131_5_4_P0.9.jpg 0.9
train_rgb/set137_1_2_P1.0.jpg 1
train_rgb/set137_1_3_P1.0.jpg 1
train_rgb/set137_1_4_P1.0.jpg 1
train_rgb/set137_1_5_P1.0.jpg 1
train_rgb/set137_2_1_P0.9.jpg 0.9
train_rgb/set137_2_3_P1.0.jpg 1
train_rgb/set137_2_4_P1.0.jpg 1
train_rgb/set137_2_5_P1.0.jpg 1
train_rgb/set137_3_1_P0.9.jpg 0.6
train_rgb/set137_3_2_P0.9.jpg 0.9
train_rgb/set137_3_4_P1.0.jpg 1
train_rgb/set137_3_5_P1.0.jpg 1
train_rgb/set137_4_1_P0.9.jpg 0.1
train_rgb/set137_4_2_P0.9.jpg 0.6
train_rgb/set137_4_3_P0.9.jpg 0.9
train_rgb/set137_4_5_P1.0.jpg 1
